CityName,TownName,VilCode,VilName,NesatAndHaitang,Megi,NesatAndHaitang,Megi
台北市,信義區,6300200-027,大仁里,13.2422998776,111.9818055831,36.4565120803,172.7968125888
台北市,信義區,6300200-028,景新里,31.3001950101,153.5165714599,32.4617938191,139.8010616867
台北市,信義區,6300200-029,惠安里,128.2023859746,583.1120192098,125.7896151706,544.9392209946
台北市,信義區,6300200-030,三張里,352.638987548,346.0415867322,281.9654197826,365.0288562954
台北市,信義區,6300200-031,三犁里,153.5368187492,403.460141246,161.0528654454,391.6864519643
台北市,信義區,6300200-032,六合里,153.9135224706,801.0652878888,162.1487084134,942.5834993783
台北市,信義區,6300200-033,泰和里,210.4979215619,314.2759793949,210.6531133933,342.2699552709
台北市,信義區,6300200-034,景聯里,53.3857383143,125.5604543703,78.968040959,158.2182627787
台北市,信義區,6300200-035,景勤里,123.0115604608,120.746341974,137.4621976967,123.6668254391
台北市,信義區,6300200-036,雙和里,177.7402172702,221.3800266528,179.2708899672,205.6861397834
台北市,信義區,6300200-037,嘉興里,12.3915527548,71.1067257847,34.3412615945,150.18214285
台北市,信義區,6300200-038,黎順里,139.2005232476,234.269952918,148.6666223092,282.1626775646
台北市,信義區,6300200-039,黎平里,138.0426155086,556.0600860877,151.6098613577,535.881165095
台北市,信義區,6300200-040,黎忠里,124.8719202123,377.1128081141,126.4287248058,339.8381404489
台北市,信義區,6300200-041,黎安里,207.7131483937,716.7722478978,199.7608258588,650.8538042065
台北市,大安區,6300300-001,德安里,18.3011026246,64.8091300676,42.156893187,124.8452977879
台北市,大安區,6300300-002,仁慈里,10.6398452413,62.9002972874,28.0654684609,110.646586361
台北市,大安區,6300300-003,和安里,96.4755672186,59.1250628936,102.7483389388,57.6553344436
台北市,大安區,6300300-004,民炤里,245.1004888348,246.7632843715,251.0850597733,430.8704728228
台北市,大安區,6300300-005,仁愛里,13.0184414091,87.9506648225,25.6240502905,98.0161605985
台北市,大安區,6300300-006,義村里,27.6010500056,94.2063983817,35.9290951246,87.1669659077
台北市,大安區,6300300-007,民輝里,57.095051546,252.9737257103,77.3080133133,389.0772991828
台北市,大安區,6300300-008,昌隆里,12.5821317022,73.086880672,31.0852918259,156.8232169164
台北市,大安區,6300300-009,誠安里,18.8252821495,111.9089022078,37.0141476786,192.150712869
台北市,大安區,6300300-010,光武里,230.8426263621,306.6505059352,203.7369932177,447.4048223364
台北市,大安區,6300300-011,龍坡里,27.6010500056,85.3772055164,37.6035718353,77.590886752
台北市,大安區,6300300-012,龍泉里,12.8557859342,69.3782178974,38.2149777198,129.3568260537
台北市,大安區,6300300-013,古風里,31.702560569,112.2464087493,31.8595192649,152.7522847999
台北市,大安區,6300300-014,古莊里,170.5405513758,216.0339849362,158.9642651366,299.4734091696
台北市,大安區,6300300-015,龍安里,441.8708751011,213.1989884919,402.0084095834,360.1162467733
台北市,大安區,6300300-016,錦安里,15.5304337,63.3568299459,29.2437731675,93.9341339499
台北市,大安區,6300300-017,福住里,18.3011026246,61.8062691803,40.9896109647,116.7826817668
台北市,大安區,6300300-018,永康里,39.5782981097,121.8531341837,155.1749689197,215.3330259597
台北市,大安區,6300300-019,光明里,15.9234854004,148.0413262912,37.8600978031,271.071944218
台北市,大安區,6300300-020,錦泰里,75.5303539646,60.7509913379,91.7266533694,92.9044629938
台北市,大安區,6300300-021,錦華里,16.9525965939,62.7487727344,38.4510217976,113.1014369798
台北市,大安區,6300300-022,龍圖里,95.5205918497,126.9408966015,120.1788440896,177.7216839984
台北市,大安區,6300300-023,新龍里,18.3011026246,234.6364483626,39.3540109647,546.1729176454
台北市,大安區,6300300-026,龍陣里,16.7152807419,976.3549904907,33.4259261341,1079.1103906861
台北市,大安區,6300300-027,龍雲里,10.2605828238,77.7518196019,26.6460999233,130.3165878107
台北市,大安區,6300300-028,龍生里,71.6469147441,175.2983481111,90.2849850818,195.0414754358
台北市,大安區,6300300-029,住安里,69.3567391145,177.3217939045,98.1405983941,171.9106264031
台北市,大安區,6300300-030,義安里,56.2665888142,93.0589900791,84.6585059141,177.600001643
台北市,大安區,6300300-031,通化里,45.4081172201,380.0457956153,59.2860149938,370.7351397359
台北市,大安區,6300300-032,通安里,90.5402879828,85.8164275123,99.5682888172,99.9171828535
台北市,大安區,6300300-033,臨江里,27.83470072,123.0051082078,38.2412569066,139.5541669587
台北市,大安區,6300300-034,法治里,14.5618968863,95.3028630955,38.9884232555,306.7411027837
台北市,大安區,6300300-035,全安里,12.9225421495,101.2830183494,37.0141476786,188.4750129333
台北市,大安區,6300300-036,群賢里,13.3322305,91.2243930758,23.8519402465,105.1236971548
台北市,大安區,6300300-037,群英里,131.6271033649,225.9835667422,142.5804353391,437.2373659665
台北市,大安區,6300300-038,虎嘯里,65.1417302576,143.5404514276,77.8757995404,183.1252050452
台北市,大安區,6300300-039,臥龍里,62.5758659003,83.5058822327,84.5046506617,79.9788786961
台北市,大安區,6300300-040,龍淵里,322.8573240858,238.8977068772,322.0235100105,256.2715306605
台北市,大安區,6300300-041,龍門里,9.8436856853,181.9411919192,22.112188002,197.0316674393
台北市,大安區,6300300-043,大學里,330.744956428,208.7784831935,352.3865806573,281.2783884463
台北市,大安區,6300300-044,芳和里,69.2424056322,252.2115195829,104.5897722848,244.7265667839
台北市,大安區,6300300-046,黎元里,84.4246071225,139.1125161236,103.6779529043,94.4461440814
台北市,大安區,6300300-047,黎孝里,128.2965995032,425.4315623077,119.7911342837,538.2410129369
台北市,大安區,6300300-048,黎和里,174.3046929787,432.4728518923,171.7569455126,358.3306399183
台北市,大安區,6300300-049,建安里,11.2603326783,87.8013068633,24.4523862646,103.0235038954
台北市,大安區,6300300-050,建倫里,18.3011026246,66.4892367464,39.3540109647,117.1255147056
台北市,大安區,6300300-051,敦安里,20.4335858677,250.7282632338,39.7662204287,248.2717262507
台北市,大安區,6300300-052,正聲里,13.0615091458,106.6484529551,38.1085062912,185.4919100683
台北市,大安區,6300300-053,敦煌里,56.738628587,61.3414764016,87.3677349556,120.7013512052
台北市,大安區,6300300-054,華聲里,13.1958657317,104.8237935598,40.3530436052,176.7897407694
台北市,大安區,6300300-055,車層里,18.3011026246,72.6075904971,39.3540109647,123.0146429114
台北市,大安區,6300300-056,光信里,145.2349657357,173.7621378775,138.1995851466,258.823357821
台北市,大安區,6300300-057,學府里,197.0660526031,756.9388259016,210.2836306919,788.7702142078
台北市,中山區,6300400-001,正守里,12.4845000633,91.710965007,17.8402138805,126.3210782457
台北市,中山區,6300400-002,正義里,24.7421715,236.1139070042,32.8214642501,287.7125921857
台北市,中山區,6300400-003,正得里,20.8197444817,149.2009216404,26.3971295238,147.0135783195
台北市,中山區,6300400-004,民安里,97.2709142799,53.4493163286,100.3325576751,54.564288494
台北市,中山區,6300400-005,康樂里,12.1203650249,193.8473572772,27.6538020787,224.4654744423
台北市,中山區,6300400-006,中山里,319.3650836936,373.4748145177,331.0916508358,402.6470062132
台北市,中山區,6300400-007,聚盛里,18.9302262365,214.462422838,32.7909185643,228.0342127242
台北市,中山區,6300400-008,集英里,230.8426263621,306.6505059352,203.7369932177,447.4048223364
台北市,中山區,6300400-009,聚葉里,55.1634688965,65.5616347981,84.4224618363,134.1274725669
台北市,中山區,6300400-010,恆安里,18.3011026246,96.1589875792,39.3540109647,191.3970939235
台北市,中山區,6300400-011,晴光里,55.7203053296,389.2042361528,74.1202654811,514.1665933684
台北市,中山區,6300400-012,圓山里,115.9181368391,117.3992301397,125.1452445355,135.05979804
台北市,中山區,6300400-013,劍潭里,92.0123942299,93.9175860982,95.2537849826,67.1764036428
台北市,中山區,6300400-014,大直里,408.0128705026,254.2879089112,388.0819359109,383.7058017408
台北市,中山區,6300400-015,成功里,131.6271033649,225.5043041496,142.5804353391,435.889458571
台北市,中山區,6300400-016,永安里,453.6864800842,215.0385270964,392.1607000596,384.6074458006
台北市,中山區,6300400-017,大佳里,204.7151194719,363.0714797531,193.0987653598,412.1092394469
台北市,中山區,6300400-018,新喜里,56.2665888142,72.0217635916,84.6585059141,134.0099962053
台北市,中山區,6300400-019,新庄里,14.1819276692,57.6201917484,27.6735691855,89.746703063
台北市,中山區,6300400-020,新福里,24.8853808457,65.2544710761,26.976886424,62.0030437085
台北市,中山區,6300400-021,松江里,32.9851478238,199.6896658422,35.0862160742,265.1352109451
台北市,中山區,6300400-022,新生里,15.4463321148,62.916676512,23.7533843692,78.1670699837
台北市,中山區,6300400-023,中庄里,18.3011026246,59.905713401,40.5619743421,108.2961117191
台北市,中山區,6300400-024,行政里,423.3738015675,326.4750495929,336.9307277719,477.2067921119
台北市,中山區,6300400-025,行仁里,172.7387545758,284.0328089483,162.7204980576,461.7483759031
台北市,中山區,6300400-026,行孝里,12.0811288853,97.6262798643,24.3093935316,145.9197915422
台北市,中山區,6300400-027,下埤里,131.6271033649,248.5276727627,145.2327753391,447.3685816496
台北市,中山區,6300400-028,江寧里,47.6417388332,235.9446314748,75.5364407624,404.1020338807
台北市,中山區,6300400-029,江山里,183.8750635758,291.7469840304,175.1325343076,463.0687890143
台北市,中山區,6300400-030,中吉里,18.3011026246,59.027738401,42.156893187,122.0376692023
台北市,中山區,6300400-031,中原里,15.2166446091,55.9901049459,29.1598832115,85.4342895246
台北市,中山區,6300400-032,興亞里,56.738628587,61.9516307523,87.3677349556,120.9180478718
台北市,中山區,6300400-033,中央里,13.2346096144,95.6671669669,36.7410020803,166.7693473593
台北市,中山區,6300400-034,朱馥里,27.65330664,219.1028979003,41.722716938,161.2335669521
台北市,中山區,6300400-035,龍洲里,16.349619938,60.9134073687,38.7670284444,113.1109816339
台北市,中山區,6300400-036,朱園里,13.0184414091,97.7969781765,25.6240502905,112.1958611914
台北市,中山區,6300400-037,埤頭里,29.1176510829,140.3286696844,42.6484456501,172.8754983889
台北市,中山區,6300400-038,朱崙里,8.5468615079,76.6992345935,20.5302072664,121.2499522288
台北市,中山區,6300400-039,力行里,100.5280769828,209.8275056735,101.0261361542,246.6119691824
台北市,中山區,6300400-040,復華里,22.2716051186,144.2984762135,26.3202795238,133.3966092074
台北市,中山區,6300400-041,金泰里,279.7877422549,309.1125635301,287.2613684997,503.1215717673
台北市,中山區,6300400-042,北安里,14.6096458704,78.329001813,13.6103514719,92.5454522718
台北市,中正區,6300500-001,水源里,125.6850097246,190.9056738545,156.7999154739,178.1285335502
台北市,中正區,6300500-002,富水里,146.8718915281,235.552376943,170.7835227845,262.4250185046
台北市,中正區,6300500-003,文盛里,28.0977582977,72.6528568947,40.5359594218,182.1673661592
台北市,中正區,6300500-004,林興里,25.5020618379,217.2250489585,43.5123953422,147.4381050821
台北市,中正區,6300500-005,河堤里,13.6219334342,70.149346354,38.2149777198,127.919278615
台北市,中正區,6300500-006,頂東里,47.169992546,258.8272084026,63.0558635512,397.2545951828
台北市,中正區,6300500-007,網溪里,55.1373589784,70.2573928281,80.0707607141,85.7161440423
台北市,中正區,6300500-008,板溪里,115.213081806,195.8888774721,131.922452519,243.6249054378
台北市,中正區,6300500-009,螢圃里,13.3322305,84.7116570558,25.4875402465,103.5801690384
台北市,中正區,6300500-010,螢雪里,73.6156415262,220.5217851031,101.2751136294,248.5719380719
台北市,中正區,6300500-011,永功里,66.1580494389,202.3059100229,98.9528038911,124.9207842358
台北市,中正區,6300500-012,永昌里,126.7232145549,321.2618108767,133.1160078703,276.5345672037
台北市,中正區,6300500-013,龍興里,27.7291966031,182.023232459,59.6769477825,243.6764640361
台北市,中正區,6300500-014,忠勤里,115.6237866329,359.8722127544,123.7721987231,406.7764493494
台北市,中正區,6300500-015,廈安里,99.3123253559,201.1104447911,119.4119145586,214.6524856125
台北市,中正區,6300500-016,愛國里,25.5376418928,65.5567614177,27.2800448488,76.3306863367
台北市,中正區,6300500-017,南門里,131.1170676679,191.0472979723,168.1282305818,189.7443367528
台北市,中正區,6300500-018,龍光里,56.032583911,79.5615091067,73.6644692164,119.623893645
台北市,中正區,6300500-019,南福里,629.9897833346,245.8215907025,559.1188226195,348.6480549067
台北市,中正區,6300500-020,龍福里,307.7249367227,271.3236745147,327.192199536,413.3816581694
台北市,中正區,6300500-021,新營里,350.309904566,319.5296116889,356.8777795424,399.8687356549
台北市,中正區,6300500-022,建國里,11.758407828,80.9647782408,18.5463599866,134.9434603384
台北市,中正區,6300500-023,光復里,27.852076493,80.2377881892,34.6198679595,103.9242625569
台北市,中正區,6300500-024,黎明里,14.1018224332,110.6565826142,21.7157182494,146.0830103784
台北市,中正區,6300500-025,梅花里,106.4687618152,108.5259674004,147.7469246701,111.4771060094
台北市,中正區,6300500-026,幸福里,12.1137324913,67.1571478159,29.1904267942,122.8002419744
台北市,中正區,6300500-027,幸市里,13.6897506842,72.8838831803,38.8442777198,135.5679116387
台北市,中正區,6300500-028,東門里,13.1958657317,106.6288609672,40.4256402718,175.6504310359
台北市,中正區,6300500-029,文北里,15.5304337,56.8475382792,28.9887832115,85.4342895246
台北市,中正區,6300500-030,文祥里,256.2048699406,120.4749010196,254.4148292838,153.9699045013
台北市,中正區,6300500-031,三愛里,301.1662268944,238.5555114125,304.7016520516,358.2695635617
台北市,大同區,6300600-001,玉泉里,66.3133186731,193.3661076079,94.6665680844,214.2727967747
台北市,大同區,6300600-002,建明里,49.6636462704,143.63957703,44.9420134683,146.0538577115
台北市,大同區,6300600-003,建功里,119.2480885663,119.0102355905,135.1656032949,90.1717721778
台北市,大同區,6300600-004,建泰里,13.2422998776,112.0315889164,36.4565120803,172.7968125888
台北市,大同區,6300600-005,永樂里,18.9302262365,221.4557029485,32.4656357563,209.3536398212
台北市,大同區,6300600-006,朝陽里,89.3452144072,86.9661741636,95.0980992202,111.2651036833
台北市,大同區,6300600-007,星明里,94.5755854004,128.2755794994,102.862053267,136.2137933765
台北市,大同區,6300600-008,光能里,68.7355859839,59.4707393254,80.2117716858,60.7052294928
台北市,大同區,6300600-009,大有里,110.5866505696,222.7977284116,133.0505467386,293.3437616413
台北市,大同區,6300600-010,延平里,18.9485156817,205.341912347,30.5738208843,207.2030083236
台北市,大同區,6300600-011,雙連里,425.8801161334,168.3087581923,314.1495424835,267.0593631485
台北市,大同區,6300600-012,南芳里,40.113198236,182.4829052454,42.7879911027,200.6659184848
台北市,大同區,6300600-013,民權里,28.4247984048,130.1593526931,37.8078895786,176.8674305338
台北市,大同區,6300600-014,景星里,64.7402796043,150.6270256437,79.5036192537,124.4876453124
台北市,大同區,6300600-015,隆和里,61.3228158104,77.9788332256,74.6521428998,92.2188462001
台北市,大同區,6300600-016,蓬萊里,72.8260674425,65.9572855855,91.7389821964,81.581669324
台北市,大同區,6300600-017,國順里,115.7792440429,135.2609456891,140.5165649565,159.7681843517
台北市,大同區,6300600-018,國慶里,15.7728838383,220.9868092178,29.5412633302,215.1738188241
台北市,大同區,6300600-019,揚雅里,17.9873135337,60.924055473,40.7330743421,112.03325084
台北市,大同區,6300600-020,斯文里,18.3011026246,59.905713401,40.5619743421,108.4772637191
台北市,大同區,6300600-021,鄰江里,30.3967308153,225.1495312102,30.742900735,250.3290799703
台北市,大同區,6300600-022,至聖里,216.2738139021,294.6060795098,232.5382076763,291.6264103627
台北市,大同區,6300600-024,老師里,55.6372621784,48.2186930457,83.618394281,80.3099189842
台北市,大同區,6300600-025,重慶里,19.6551439266,711.4569107111,34.60107261,532.4900296003
台北市,大同區,6300600-026,保安里,21.0094532911,232.9724265631,23.917793404,260.8674477113
台北市,萬華區,6300700-001,福星里,104.9506962186,158.4415912279,105.8638262758,158.7233973313
台北市,萬華區,6300700-002,萬壽里,9.7214396238,110.4573075785,24.602470108,147.8223195699
台北市,萬華區,6300700-003,西門里,13.4999159342,69.8464414872,38.2149777198,131.6420894087
台北市,萬華區,6300700-004,新起里,156.7506279498,143.9209737511,178.9966465019,177.0067567374
台北市,萬華區,6300700-005,菜園里,102.1012886094,355.3610726457,123.3535097201,369.2716093821
台北市,萬華區,6300700-006,青山里,63.160673545,488.0151115477,66.9792001711,470.13889468
台北市,萬華區,6300700-007,富民里,91.6021159531,253.814462698,102.1605636407,193.9189702006
台北市,萬華區,6300700-008,福音里,73.417940095,70.7768008229,90.9152373223,75.7425336554
台北市,萬華區,6300700-009,仁德里,119.1556627505,234.2504082594,135.275764501,112.6428859126
台北市,萬華區,6300700-010,富福里,171.6045307279,188.1252916588,189.3465645151,270.325514392
台北市,萬華區,6300700-011,頂碩里,205.333903069,631.4038344213,217.4946910978,707.7059613148
台北市,萬華區,6300700-012,雙園里,88.6163047287,276.4480212869,101.0606965332,253.8568262818
台北市,萬華區,6300700-013,新忠里,13.2346096144,95.6671669669,36.7410020803,166.7671273593
台北市,萬華區,6300700-014,新和里,269.1685055002,339.0778546041,240.2948470441,359.9145795323
台北市,萬華區,6300700-015,糖廍里,69.2424056322,244.989078272,40.7330743421,108.9810305745
台北市,萬華區,6300700-016,和平里,130.898102684,257.2345112175,157.7564841161,280.2596258701
台北市,萬華區,6300700-017,綠堤里,54.6380131853,75.4555203896,87.7494034243,132.2970340568
台北市,萬華區,6300700-018,華江里,190.9400926721,287.4748874463,170.0240500346,286.1667430336
台北市,萬華區,6300700-019,柳鄉里,50.245358897,409.1131027289,63.554511465,355.5459804754
台北市,萬華區,6300700-020,日善里,58.0970138675,65.7995145851,73.8373530475,71.9980736782
台北市,萬華區,6300700-021,新安里,29.1424819266,310.5157905409,42.1319076748,392.5702625951
台北市,萬華區,6300700-022,忠德里,65.1417302576,136.7111125387,82.0713745404,174.9680687917
台北市,萬華區,6300700-023,孝德里,17.9562169924,97.616334454,16.1974840192,127.9045504166
台北市,萬華區,6300700-024,和德里,28.6629936246,239.8814745867,44.1287818283,410.9720560372
台北市,萬華區,6300700-025,錦德里,16.9525965939,60.5299674713,38.4510217976,113.1014369798
台北市,萬華區,6300700-026,全德里,15.363076437,531.9005208559,35.7193070733,525.7384657996
台北市,萬華區,6300700-027,保德里,13.2511716992,93.8286203731,16.2992917302,108.2385228045
台北市,萬華區,6300700-028,銘德里,25.5318102101,191.8054934231,39.6644145601,214.9845726688
台北市,萬華區,6300700-029,榮德里,17.7085311557,100.3159825967,18.3983849906,166.2818135701
台北市,萬華區,6300700-030,壽德里,28.9770583623,192.6276400327,43.5368119667,212.8940851619
台北市,萬華區,6300700-031,興德里,24.4857381599,177.5109907169,39.307617207,179.1217059637
台北市,萬華區,6300700-032,華中里,29.1424819266,171.2473478064,42.0592264248,182.2808184571
台北市,萬華區,6300700-033,日祥里,17.5182299366,66.5913742416,23.0260288273,82.1519753918
台北市,萬華區,6300700-034,忠貞里,18.3011026246,59.0485562581,40.3415743421,108.2961117191
台北市,萬華區,6300700-035,凌霄里,13.197389276,119.6252396102,36.4565120803,182.7169422985
台北市,萬華區,6300700-036,騰雲里,12.1208447548,72.0573221319,31.2227500903,152.1099414455
台北市,文山區,6300800-001,景行里,242.7031573866,498.7845294827,193.2273549048,447.3765208664
台北市,文山區,6300800-002,景東里,161.8478722619,594.2135586793,139.7931289424,568.0800613139
台北市,文山區,6300800-003,景美里,45.9311908693,445.2056134696,58.3380564927,400.0667650096
台北市,文山區,6300800-004,景慶里,159.6519550001,412.8613579373,148.9999261491,521.7713991984
台北市,文山區,6300800-005,景仁里,66.7872732308,284.9229882256,77.8406245404,250.1152732021
台北市,文山區,6300800-006,景華里,77.737342796,456.8193255008,85.3122464827,399.5590689753
台北市,文山區,6300800-007,萬有里,70.2339708182,608.5824683969,75.0011440839,655.7284923825
台北市,文山區,6300800-008,萬祥里,121.6441942691,633.5255438296,95.5497540718,641.2847997982
台北市,文山區,6300800-009,萬隆里,162.4869920934,714.7249439994,124.953187481,669.2908682408
台北市,文山區,6300800-010,萬年里,61.9801470128,431.6207849496,66.0209742297,399.0146093137
台北市,文山區,6300800-011,萬和里,26.0602424648,200.3232252629,64.5885785417,263.2537733673
台北市,文山區,6300800-012,萬盛里,268.3814473938,438.2129251842,211.337277748,478.9262090932
台北市,文山區,6300800-013,興豐里,24.9588147951,135.3060575424,39.9374521352,203.4958977452
台北市,文山區,6300800-014,興光里,21.9336978493,162.8529199258,39.484341571,221.2415598555
台北市,文山區,6300800-015,興家里,148.6564818238,876.9174338937,145.1488732037,762.0985560054
台北市,文山區,6300800-016,興得里,307.4825046654,581.4707127128,231.9541166891,647.0717094595
台北市,文山區,6300800-017,興業里,92.5599451058,354.5566889577,83.4488334424,402.607430836
台北市,文山區,6300800-018,興安里,104.5528324878,512.4050849297,93.9087005968,505.4725050371
台北市,文山區,6300800-019,興福里,43.6566928141,505.0790231757,57.7489214927,436.3175135965
台北市,文山區,6300800-020,興旺里,315.4962856929,545.1960487427,258.2426483877,547.8208659241
台北市,文山區,6300800-021,興泰里,24.9341464659,187.3100616791,49.3093265707,256.4511878131
台北市,文山區,6300800-022,興昌里,132.4070881385,559.7279983571,116.3162034631,514.5439376833
台北市,文山區,6300800-023,試院里,124.8410265339,378.7741437592,109.2779939343,389.3110766778
台北市,文山區,6300800-024,華興里,354.6709312282,729.0043182023,354.9997756963,857.4482835048
台北市,文山區,6300800-025,明義里,122.7810887515,606.03565621,128.9598845098,476.491491112
台北市,文山區,6300800-026,明興里,83.3788452065,522.7428374315,71.0304517065,523.1273204899
台北市,文山區,6300800-027,木柵里,254.4121549147,572.3170275203,257.9338785996,483.3641675683
台北市,文山區,6300800-028,木新里,506.505546338,825.1904636673,477.8828359295,762.6701925265
台北市,文山區,6300800-029,順興里,181.3136560046,357.3931910344,155.1347208846,375.4137167845
台北市,文山區,6300800-030,樟林里,155.1635131083,887.4209475414,151.0140433968,896.2813547089
台北市,文山區,6300800-031,樟新里,14.1819276692,57.6290632515,27.6735691855,88.2297065868
台北市,文山區,6300800-032,樟腳里,16.349619938,60.9134073687,38.7670284444,113.1109816339
台北市,文山區,6300800-033,萬芳里,225.0675856352,388.0930620688,221.965287009,425.2127536421
台北市,文山區,6300800-034,博嘉里,272.8660801361,1095.1799345024,260.0567725464,1195.2962606116
台北市,文山區,6300800-035,萬興里,204.2347888325,459.9499959518,220.1443323324,426.3160418135
台北市,文山區,6300800-036,指南里,398.1714446477,1798.3268235221,359.8095279284,2110.95545675
台北市,文山區,6300800-037,老泉里,293.0970454633,785.5386752079,298.6029699251,789.0794429675
台北市,文山區,6300800-038,忠順里,21.7970798504,211.1930785712,42.2182155393,348.4573604122
