"推 ",Kaede5908,": 10","06/07 16:19"
"→ ",Sconepuff,": 光看s820 s810就能決定的東西 就是要繼續硬拗","06/07 16:20"
"推 ",sky79717,": 自己去看看實機外型能接受再說","06/07 16:20"
"推 ",rockmanalpha,": 要推薦什麼就老實說 扣帽子也要看清楚比較對象","06/07 16:25"
"→ ",rexaooil,": xp和m9 請選擇","06/07 16:25"
"→ ",cs602016,": 3310","06/07 16:25"
"推 ",joe74509,": 某些索粉跟裹粉有87%像，打倒水果指日可待","06/07 16:26"
"→ ",rockmanalpha,": 跟去年的機子有得比嗎 硬要說成是看板的問題 笑死","06/07 16:26"
"推 ",bmw1357,": 用過Z5P的都知道這隻只是噱頭 完全不能打","06/07 16:28"
"推 ",cake51640,": 樓上可以貼個你用z5p的圖嗎？","06/07 16:32"
"推 ",abcd425heart,": Z5p對焦速度贏一點，其他真的沒什麼好講","06/07 16:34"
"推 ",Kaede5908,": 那不是索粉 是h黑好嗎","06/07 16:35"
"推 ",pttyzf,": 10","06/07 16:36"
"推 ",abcd425heart,": 前鏡頭真的差一截，連大陸牌都屌打","06/07 16:36"
"推 ",justin80352,": rogner大是在說什麼HTC板? 810打820? 根本就不用比","06/07 16:37"
"推 ",ga361105,": 手機行很有有機會拿到水貨 畢竟便宜阿 服務也爛","06/07 16:38"
"推 ",bmw1357,": http://i.imgur.com/4eMvmBb.jpg","06/07 16:39"
"→ ",bmw1357,": 正在用","06/07 16:39"
"推 ",cathy621,": 10有生活防水，也很夠用了","06/07 16:44"
"推 ",yiesten,": 10","06/07 16:45"
"推 ",money1992922,": 10啊","06/07 16:49"
"推 ",x930111,": 樓上某p：“你在htc版想問什麼”  哈哈原來這裡是ht","06/07 16:51"
"→ ",x930111,": c版？","06/07 16:51"
"推 ",sunskist0831,": 結果人家真的正在用 某C不敢說話了","06/07 16:51"
"→ ",bmw1357,": 810太雷 這種天氣用都是燒燙燙 很明顯感受到降頻了","06/07 16:53"
"推 ",Quentin5566,": 熱一點就壓成剩4個A53 跟入門機差不多","06/07 17:11"
"推 ",willie28469,": 不用考慮  完美10完全屌打","06/07 17:12"
"推 ",gerald655034,": 這裡不完全htc版吧 倒是大陸手機物超所值大家還是","06/07 17:13"
"→ ",gerald655034,": 很推阿","06/07 17:13"
"推 ",money1992922,": 中國機極致cp宅最愛","06/07 17:17"
"→ ",ubike5566,": 10啊 根本不同代的產品","06/07 17:19"
"推 ",kenick,": 某p被反串騙倒 哈哈","06/07 17:20"
"推 ",hsyumi1026,": 10","06/07 17:23"
"推 ",ga361105,": 完全不能比阿 當然10 不然你可以等sony新出的","06/07 17:24"
"推 ",mengshiue,": 看推文才知道原來是htc版阿 (做筆記)","06/07 18:04"
"推 ",AndyZer,": 應該是Hate Taiwan Club(誤","06/07 18:11"
"→ ",deity521,": 換個牌子吧。","06/07 18:12"
"推 ",limitlesscit,": 10....Sony不要期待了","06/07 18:16"
"推 ",oneJack,": perfect10","06/07 18:24"
"推 ",ohmylove347,": 去年旗艦和今年旗艦怎麼比？？S820屌打S810啊","06/07 18:27"
"推 ",pokei200,": 請換三爽s7 真心不騙","06/07 18:38"
"推 ",bl3649765,": IO","06/07 18:41"
"推 ",thumbe70367,": 等xp吧，x都能跑贏10了","06/07 18:58"
"推 ",pumpie,": 不同時間的產品不能一起比啊 應該跟x performance比","06/07 19:09"
"→ ",pumpie,":  明天台灣就發表了","06/07 19:09"
"推 ",GOOGLEISGOD,": 10   這不用比吧","06/07 19:09"
"推 ",shsh946,": 10啊 無腦推文看看就好","06/07 19:12"
"推 ",shi21,": 這板最黑的絕對是htc htc黑大軍不容小覷","06/07 19:28"
"→ ",shi21,": 但這2支比 絕對秒選10 Z5P已經是去年的東西了","06/07 19:29"
"推 ",Twinkle0414,": 推10","06/07 19:49"
"→ ",qb110425,": １０比較順","06/07 19:51"
"推 ",ajia0818,": 不搜一下sony的錄影跟發熱嗎..","06/07 20:11"
"推 ",wukeke,": htc 10","06/07 20:27"
"推 ",Lumia625,": 問王子哥啊 z5好棒棒","06/07 20:41"
"推 ",NCTUEECS,": HTC10","06/07 20:44"
"推 ",poswem,": 10","06/07 21:12"
"推 ",MinJun5566,": Perfect10","06/07 21:45"
"→ ",Behave,": 29樓UCCU 哈哈哈","06/07 22:00"
"推 ",Ferry5566,": perfect 10","06/07 22:10"
"推 ",dwyanelin,": 看不出來黑HTC阿","06/07 23:41"
"→ ",gbcowandy,": 還在m10","06/08 00:47"
"推 ",nokko,": m 10","06/08 07:51"
"推 ",natsugo,": 要找黑htc的請到營收與銷量還有股價文去","06/08 10:01"
"→ ",natsugo,": 差距太明顯的H黑會技術性繞過去","06/08 10:02"
"推 ",Aesir0012,": 人家明明是「香水10」卻變成「完美10」哈哈","06/08 23:34"
"推 ",yanny0219,": 兩隻都用過。百分之200是 選10","06/09 02:01"
"推 ",Circlemen,": 10'69","06/09 17:22"
"→ ",rogner,": Z5P不用看 至於XXP會不會贏 現在只能擲筊","06/11 13:43"
